domain,dataset,split,file,method,original_bytes,encoded_bytes,ratio,encode_seconds
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_fixed_one_gaps,784016,746592,0.9522662802799943,3.6394272000761703
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.10747970000375
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,zlib_9,784016,438798,0.5596799044917451,0.3239466999657452
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,bzip2_9,784016,404960,0.5165200710189588,0.0639467000728473
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,lzma_9,784016,377940,0.4820564886430889,0.3248280000407249
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_002.img,png_per_image,784016,506868,0.6465021122017918,0.1550291000166908
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_oracle,784016,679337,0.8664835921715883,5.754190200008452
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_deterministic,784016,683046,0.8712143629721842,0.8683333999942988
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.025917400023899972
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.013499299995601177
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_fixed_zero_trim,784016,689665,0.8796567927185159,0.06009699997957796
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_fixed_one_gaps,784016,738489,0.9419310320197547,3.6650739000178874
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,7.667000999907032
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,zlib_9,784016,437076,0.5574835207444746,0.3166434000013396
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,bzip2_9,784016,404092,0.515412950756107,0.06084079993888736
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,lzma_9,784016,377368,0.4813269116956797,0.3410084000788629
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_003.img,png_per_image,784016,508058,0.6480199383686047,0.12395260005723685
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_oracle,784016,691068,0.8814462970143466,5.961148599977605
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_deterministic,784016,694858,0.8862803820330197,0.8245555000612512
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.024297300027683377
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.01852299994789064
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_fixed_zero_trim,784016,699693,0.8924473480133058,0.06055870000272989
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_fixed_one_gaps,784016,746803,0.9525354074406645,4.538142399978824
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.45546430000104
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,zlib_9,784016,438737,0.5596020999571437,0.32965029997285455
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,bzip2_9,784016,404802,0.5163185445194997,0.06845219992101192
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,lzma_9,784016,378684,0.4830054488683904,0.33762989996466786
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_004.img,png_per_image,784016,510077,0.6505951409154915,0.13933859998360276
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_oracle,784016,679620,0.8668445541927716,5.743566499906592
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_deterministic,784016,683333,0.8715804269300627,0.8181937999324873
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_fixed_raw,784016,784025,1.000011479357564,0.02390719996765256
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_fixed_zero,784016,784025,1.000011479357564,0.0141923000337556
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_fixed_zero_trim,784016,686932,0.8761708944715414,0.05165789998136461
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_fixed_one_gaps,784016,742369,0.9468799106140691,3.522882099961862
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,asbx_fixed_zero_gaps,784016,784025,1.000011479357564,8.239033100078814
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,zlib_9,784016,432843,0.5520843962368115,0.3215018999762833
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,bzip2_9,784016,399886,0.5100482643211363,0.053420100011862814
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,lzma_9,784016,372936,0.4756739658374319,0.3342550001107156
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_005.img,png_per_image,784016,502982,0.6415455807024346,0.13741210009902716
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_006.img,asbx_oracle,784016,685484,0.87432399338789,5.728314600070007
grayscale_image_tensor,fashion_mnist,test,fashion_mnist_test_006.img,asbx_deterministic,784016,690504,0.8807269239403277,0.8306794000091031
